"","symbol","date","open","high","low","close","volume","adjusted","exg_rate"
"238","S&P_500",2020-12-09,3705.97998,3712.389893,3660.540039,3672.820068,5232800000,3672.820068,1
"239","S&P_500",2020-12-10,3659.129883,3678.48999,3645.179932,3668.100098,4658480000,3668.100098,1
"240","S&P_500",2020-12-11,3656.080078,3665.909912,3633.399902,3663.459961,4375470000,3663.459961,1
"241","S&P_500",2020-12-14,3675.27002,3697.610107,3645.840088,3647.48999,4623850000,3647.48999,1
"242","S&P_500",2020-12-15,3666.409912,3695.290039,3659.620117,3694.620117,4387080000,3694.620117,1
"243","S&P_500",2020-12-16,3696.25,3711.27002,3688.570068,3701.169922,4067040000,3701.169922,1
"244","S&P_500",2020-12-17,3713.649902,3725.120117,3710.870117,3722.47998,4192810000,3722.47998,1
"245","S&P_500",2020-12-18,3722.389893,3726.699951,3685.840088,3709.409912,7097100000,3709.409912,1
"246","S&P_500",2020-12-21,3684.280029,3702.899902,3636.47998,3694.919922,4748580000,3694.919922,1
"247","S&P_500",2020-12-22,3698.080078,3698.26001,3676.159912,3687.26001,4053310000,3687.26001,1
"248","S&P_500",2020-12-23,3693.419922,3711.23999,3689.280029,3690.01001,3779160000,3690.01001,1
"249","S&P_500",2020-12-24,3694.030029,3703.820068,3689.320068,3703.060059,1883780000,3703.060059,1
"250","S&P_500",2020-12-28,3723.030029,3740.51001,3723.030029,3735.360107,3535460000,3735.360107,1
"251","S&P_500",2020-12-29,3750.01001,3756.120117,3723.310059,3727.040039,3393290000,3727.040039,1
"252","S&P_500",2020-12-30,3736.189941,3744.629883,3730.209961,3732.040039,3154850000,3732.040039,1
